panel,method,mae,mse
beijing/legacy_native_h96,half_var_target_seasonal_lag,0.83863695806826521,1.4315879171953172
beijing/legacy_native_h96,half_var_target_static_point,0.83266168154114506,1.4195152623017708
beijing/legacy_native_h96,half_var_target_timemixerpp,0.84139419392406445,1.439612248419367
beijing/legacy_native_h96,hybrid_mc_embedding,0.830908264803361,1.4183611010310528
beijing/legacy_native_h96,hybrid_mc_point_mean16,0.83250407258160275,1.4231093068894287
beijing/legacy_native_h96,hybrid_mc_point_median16,0.8320118195320868,1.4210494294523981
beijing/legacy_native_h96,hybrid_mc_quantile_mean16,0.82537519417747252,1.345178432302313
beijing/legacy_native_h96,hybrid_mc_quantile_median16,0.83220030521184052,1.4220725950144877
beijing/legacy_native_h96,hybrid_posterior_mean,0.83079734789193349,1.4207682538860791
beijing/legacy_native_h96,hybrid_posterior_moment,0.83117370911405164,1.4190057005433701
beijing/legacy_native_h96,hybrid_posterior_norm,0.83076069193468094,1.4218682273243584
beijing/legacy_native_h96,hybrid_posterior_variance,0.83133919953215807,1.4199889736784395
beijing/legacy_native_h96,hybrid_static_quantile_mean,0.82360007822340275,1.3421621710388363
beijing/legacy_native_h96,hybrid_static_quantile_median,0.8301351431181051,1.4196581177592738
beijing/legacy_native_h96,hybrid_unconditional_moment,0.83117855355501025,1.4186540602246263
beijing/legacy_native_h96,imputation_covariance_all,0.87278474613779655,1.7515224970881291
beijing/legacy_native_h96,imputation_covariance_targets,0.87291558166286298,1.7521712836093786
beijing/legacy_native_h96,independent_plus_native_mean,0.90688165102791618,1.9177874522219416
beijing/legacy_native_h96,independent_plus_native_median,0.90688515165515826,1.926717241807248
beijing/legacy_native_h96,independent_proxy_mean,0.9110851790679565,1.935382704734006
beijing/legacy_native_h96,independent_proxy_median,0.90745321333507833,1.9292888007672226
beijing/legacy_native_h96,isolated_gaussian,0.90655797540979721,1.9182248545197194
beijing/legacy_native_h96,isolated_knn_multivariate,0.90637312992702934,1.9208876569674975
beijing/legacy_native_h96,isolated_linear_interp,0.913457210900951,1.952504881369616
beijing/legacy_native_h96,isolated_local_ridge,0.91951728596527038,1.9705972799555589
beijing/legacy_native_h96,isolated_locf,0.92116649337112,1.9761120760317248
beijing/legacy_native_h96,isolated_motm_reference,0.9238811174484215,1.9764129226291851
beijing/legacy_native_h96,isolated_peer_ar_bridge,0.90629980476370442,1.9272769482859833
beijing/legacy_native_h96,isolated_peer_residual_linear,0.90664685473333206,1.9285534038025398
beijing/legacy_native_h96,isolated_peer_ridge,0.90545335944343319,1.9156479850173651
beijing/legacy_native_h96,isolated_saits,0.9050780894580982,1.9259185799747909
beijing/legacy_native_h96,isolated_seasonal_lag,0.93080374165172797,2.0065665421093959
beijing/legacy_native_h96,isolated_timemixerpp,0.9313987207892751,2.0126850435321901
beijing/legacy_native_h96,joint_reference_mean,0.91209352976675362,1.9402623768733924
